cyclone,3.6
beast,4.23
cozy,7.39
putrid,2.38
barrel,5.05
priest,6.42
greed,3.51
hit,4.33
theory,5.3
elbow,5.12
headlight,5.24
bland,4.1
cute,7.62
skull,4.27
hostile,2.73
trouble,3.03
immature,3.39
contents,4.89
month,5.15
nurse,6.08
dark,4.71
seat,4.95
bus,4.51
indifferent,4.61
history,5.24
dirt,4.17
roach,2.35
green,6.18
lottery,6.57
silk,6.9
moment,5.76
embattled,4.39
rough,4.74
column,5.17
radiator,4.67
street,5.22
heroin,4.36
vanity,4.3
mucus,3.34
banner,5.4
madman,3.91
plane,6.43
tank,5.16
pencil,5.22
rain,5.08
bottle,6.15
derelict,4.28
pungent,3.95
errand,4.58
obsession,4.52
reptile,4.77
odd,4.82
ankle,5.27
humble,5.86
pinch,3.83
scream,3.88
messy,3.15
spider,3.33
hammer,4.88
part,5.11
blasphemy,3.75
malice,2.69
cockroach,2.81
hooker,3.34
writer,5.52
muddy,4.44
absurd,4.26
cabinet,5.05
pervert,2.79
despise,2.03
rainbow,8.14
waste,2.93
plant,5.98
plain,4.39
stagnant,4.15
dirty,3.08
cut,3.64
medicine,5.67
hospital,5.04
aloof,4.9
cold,4.02
door,5.13
bowl,5.33
star,7.27
hungry,3.58
stomach,4.82
bench,4.61
tease,4.84
clock,5.14
ennui,5.09
gripe,3.14
butter,5.33
reverent,5.35
knot,4.64
horse,5.89
manure,3.1
immoral,3.5
cellar,4.32
butterfly,7.17
phase,5.17
guillotine,2.48
selfish,2.42
corrupt,3.32
alien,5.6
chance,6.02
taxi,5
sour,3.93
horror,2.76
alimony,3.95
time,5.31
kerosene,4.8
pamphlet,4.79
prairie,5.75
whore,2.3
traitor,2.22
ink,5.05
doll,6.09
rigid,3.66
solemn,4.32
mangle,3.9
news,5.3
brutal,2.8
abortion,3.5
scornful,3.02
rancid,4.34
tamper,4.1
trumpet,5.75
blase,4.89
insect,4.07
pillow,7.92
chair,5.08
rat,3.02
disdainful,3.68
disturb,3.66
killer,1.89
bomb,2.1
nectar,6.9
storm,4.95
jelly,5.66
rusty,3.86
python,4.05
dagger,3.38
bandage,4.54
mosquito,2.8
foul,2.81
square,4.74
war,2.08
insolent,4.35
skeptical,4.52
fire,3.22
egg,5.29
scurvy,3.19
obscene,4.23
startled,4.5
fat,2.28
suspicious,3.76
prick,3.98
paper,5.2
table,5.22
grime,3.37
resent,3.76
alcoholic,2.84
thorn,3.64
narcotic,4.29
consoled,5.78
toxic,2.1
quiet,5.58
bird,7.27
ignorance,3.07
neurotic,4.45
mildew,3.17
revolver,4.02
moody,3.2
thermometer,4.73
wicked,2.96
nuisance,3.27
cliff,4.67
pus,2.86
slow,3.93
morbid,2.87
disgusted,2.45
scandal,3.32
assassin,3.09
skyscraper,5.88
mold,3.55
bereavement,4.57
lump,4.16
rotten,2.26
fur,4.51
elevator,5.44
nonchalant,4.74
hatred,1.98
tornado,2.55
reserved,4.88
shriek,3.93
habit,4.11
grenade,3.6
smallpox,2.52
stench,2.19
haphazard,4.02
cemetery,2.63
frigid,3.5
cane,4
crude,3.12
obey,4.52
ugly,2.43
scum,2.43
cruel,1.97
sinful,2.93
garbage,2.98
confused,3.21
hardship,2.45
maniac,3.76
burn,2.73
slap,2.95
hinder,3.81
prison,2.05
overcast,3.65
displeased,2.79
shadow,4.35
riot,2.96
bastard,3.36
ulcer,1.78
noose,3.76
slime,2.68
rattle,5.03
rifle,4.02
bees,3.2
stink,3
listless,4.12
broken,3.05
measles,2.74
lion,5.57
crime,2.89
insane,2.85
knife,3.62
cell,3.82
pity,3.37
corner,4.36
execution,2.37
bored,2.95
dreadful,2.26
scorching,3.76
FALSE,3.27
beggar,3.22
impair,3.18
coffin,2.56
upset,2
tobacco,3.28
subdued,4.67
mutation,3.91
excuse,4.05
lazy,4.38
fungus,3.06
maggot,2.06
agony,2.43
quarrel,2.93
decompose,3.2
fault,3.43
intruder,2.77
invader,3.05
leprosy,2.09
handicap,3.29
fall,4.09
weary,3.79
alley,4.48
afraid,2
scorpion,3.69
blister,2.88
bloody,2.9
lice,2.31
deformed,2.41
needle,3.82
deceit,2.9
penalty,2.83
assault,2.03
venom,2.68
stress,2.09
scorn,2.84
destruction,3.16
useless,2.13
lawsuit,3.37
wounds,2.51
spanking,3.55
vandal,2.71
troubled,2.17
crutch,3.43
bullet,3.29
toothache,1.98
overwhelmed,4.19
damage,3.05
scar,3.38
ridicule,3.13
termite,3.58
mistake,2.86
discomfort,2.19
blubber,3.52
chaos,4.17
clumsy,4
rabies,1.77
neglect,2.63
sickness,2.25
slum,2.39
severe,3.2
dump,3.21
slaughter,1.64
scalding,2.82
jail,1.95
filth,2.47
dreary,3.05
jealousy,2.51
dentist,4.02
disloyal,1.93
thief,2.13
germs,2.86
snake,3.31
fatigued,3.28
murderer,1.53
deserter,2.45
distressed,1.94
accident,2.05
sheltered,5.75
wasp,3.37
crucify,2.23
obesity,2.73
offend,2.76
addict,2.48
tomb,2.94
pain,2.13
alone,2.41
abuse,1.8
nightmare,1.91
meek,3.87
lightning,4.57
dummy,3.38
fearful,2.25
delayed,3.07
detached,3.86
starving,2.39
robber,2.61
sin,2.8
insult,2.29
infection,1.66
discouraged,3
avalanche,3.29
morgue,1.92
crisis,2.74
headache,2.02
corpse,2.18
danger,2.95
suicide,1.25
sissy,3.14
fraud,2.67
vomit,2.06
tumor,2.36
terrible,1.93
louse,2.81
gossip,3.48
injury,2.49
nervous,3.29
gloom,1.88
burial,2.05
blackmail,2.95
ache,2.46
gun,3.47
disaster,1.73
fever,2.76
scapegoat,3.67
punishment,2.22
grief,1.69
tragedy,1.78
massacre,2.28
frustrated,2.48
abduction,2.76
death,1.61
addicted,2.51
anguished,2.12
sad,1.61
pressure,3.38
suffocate,1.56
crash,2.31
shy,4.64
regretful,2.28
impotent,2.81
despairing,2.43
cancer,1.5
mutilate,1.82
seasick,2.05
hide,4.32
crushed,2.21
gangrene,2.28
unhappy,1.57
criminal,2.93
syphilis,1.68
torture,1.56
hurt,1.9
flabby,2.66
lie,2.79
slave,1.84
disappoint,2.39
blind,3.05
bankrupt,2
divorce,2.22
volcano,4.84
hell,2.24
flood,3.19
ambulance,2.47
fear,2.76
malaria,2.4
poverty,1.67
illness,2.48
allergy,3.07
panic,3.12
idiot,3.16
defeated,2.34
poison,1.98
guilty,2.63
timid,3.86
terrified,1.72
hurricane,3.34
sick,1.9
unfaithful,2.05
loser,2.25
debt,2.22
stupid,2.31
shamed,2.5
rape,1.25
funeral,1.39
lonely,2.17
scared,2.78
depression,1.85
embarrassed,3.03
drown,1.92
lost,2.82
dead,1.94
trauma,2.1
hostage,2.2
coward,2.74
inferior,3.07
surgery,2.86
depressed,1.83
rejected,1.5
feeble,3.26
victim,2.18
terrorist,1.69
shark,3.65
humiliate,2.24
paralysis,1.98
misery,1.93
loneliness,1.61
failure,1.7
insecure,2.36
helpless,2.2
